id,question,cardId,difficulty,source
ex-10415,"As a student, Why should I not ignore qa?",symbol-q-a,applied,generated
ex-10416,"In the current scenario, How is autumn quantity connected to capacity?",symbol-q-a,intermediate,generated
ex-10417,"Before I reveal the optimizer, Give me a plain English explanation of q_a.",symbol-q-a,applied,generated
ex-10418,How do I avoid misusing autumn quantity?,symbol-q-a,basic,generated
ex-10419,"In the current scenario, How should I think about qa for the parka problem?",symbol-q-a,basic,generated
ex-10420,"In the current scenario, Why is Autumn production quantity important in this lecture?",symbol-q-a,basic,generated
ex-10421,"In the current scenario, What happens to q_A if capacity is smaller?",symbol-q-a,basic,generated
ex-10422,When would qa change my recommendation?,symbol-q-a,applied,generated
ex-10423,"For the Autumn and Leaves case, When would q_a change my recommendation?",symbol-q-a,basic,generated
ex-10424,When would q_a change my recommendation?,symbol-q-a,intermediate,generated
ex-10425,"Before I reveal the optimizer, How do I know if Symbol q_A: Autumn production quantity matters here?",symbol-q-a,basic,generated
ex-10426,"As a student, When would q autumn change my recommendation?",symbol-q-a,basic,generated
ex-10427,"In the current scenario, Is symbol a probability, a quantity, or a dollar value?",symbol-q-a,basic,generated
ex-10428,"As a student, How is symbol connected to capacity?",symbol-q-a,intermediate,generated
ex-10429,"As a student, When would q autumn change my recommendation?",symbol-q-a,basic,generated
ex-10430,"Before I reveal the optimizer, How do I know if Autumn production quantity matters here?",symbol-q-a,applied,generated
ex-10431,"Before I reveal the optimizer, What is the intuition behind Autumn production quantity?",symbol-q-a,basic,generated
ex-10432,"As a student, How can I use the chart for autumn quantity?",symbol-q-a,basic,generated
ex-10433,"As a student, How can I use the chart for autumn quantity?",symbol-q-a,basic,generated
ex-10434,"In the current scenario, What are the units of q autumn?",symbol-q-a,basic,generated
ex-10435,Why is q_A important in this lecture?,symbol-q-a,intermediate,generated
ex-10436,"Before I reveal the optimizer, Why is q_A important in this lecture?",symbol-q-a,intermediate,generated
ex-10437,"Does q_A apply to Autumn, Leaves, or both?",symbol-q-a,basic,generated
ex-10438,"As a student, What happens to Autumn production quantity if capacity is larger?",symbol-q-a,basic,generated
ex-10439,"As a student, What should I look for when evaluating symbol?",symbol-q-a,applied,generated
ex-10440,"For the Autumn and Leaves case, Can you give a short hint about q autumn?",symbol-q-a,intermediate,generated
ex-10441,Give me a plain English explanation of q autumn.,symbol-q-a,basic,generated
ex-10442,"In the current scenario, Why is autumn quantity important in this lecture?",symbol-q-a,applied,generated
ex-10443,"As a student, Why is qa important in this lecture?",symbol-q-a,applied,generated
ex-10444,"As a student, What mistake do students make about q_A?",symbol-q-a,intermediate,generated
ex-10445,"As a student, What is a good way to interpret q autumn?",symbol-q-a,basic,generated
ex-10446,"For the Autumn and Leaves case, How can I use the chart for Autumn production quantity?",symbol-q-a,basic,generated
ex-10447,"As a student, What happens to q_a if capacity is smaller?",symbol-q-a,applied,generated
ex-10448,"As a student, Can you explain q_a without giving away the final answer?",symbol-q-a,basic,generated
ex-10449,"Before I reveal the optimizer, Why should I not ignore autumn quantity?",symbol-q-a,intermediate,generated
ex-10450,"In the current scenario, How can I use the chart for qa?",symbol-q-a,basic,generated
ex-10451,Why should I not ignore Autumn production quantity?,symbol-q-a,basic,generated
ex-10452,"For the Autumn and Leaves case, What is the intuition behind qa?",symbol-q-a,basic,generated
ex-10453,"In the current scenario, Give me a plain English explanation of q_a.",symbol-q-a,intermediate,generated
ex-10454,"For the Autumn and Leaves case, What is the formula idea behind autumn quantity?",symbol-q-a,intermediate,generated
ex-10455,"As a student, Can you give a short hint about definition?",symbol-q-l,basic,generated
ex-10456,"Before I reveal the optimizer, What does the table tell me about leaves quantity?",symbol-q-l,applied,generated
ex-10457,"As a student, Why is q leaves important in this lecture?",symbol-q-l,applied,generated
ex-10458,"In the current scenario, Is symbol a probability, a quantity, or a dollar value?",symbol-q-l,applied,generated
ex-10459,"As a student, What is the formula idea behind definition?",symbol-q-l,basic,generated
ex-10460,"For the Autumn and Leaves case, Why should I not ignore leaves quantity?",symbol-q-l,basic,generated
ex-10461,"For the Autumn and Leaves case, What does leaves quantity mean?",symbol-q-l,applied,generated
ex-10462,"As a student, What does the table tell me about q leaves?",symbol-q-l,basic,generated
ex-10463,"As a student, Why is symbol important in this lecture?",symbol-q-l,applied,generated
ex-10464,"In the current scenario, What is a good way to interpret leaves quantity?",symbol-q-l,basic,generated
ex-10465,"For the Autumn and Leaves case, How would I describe Leaves production quantity to a manager?",symbol-q-l,basic,generated
ex-10466,"In the current scenario, Can you compare Autumn and Leaves using definition?",symbol-q-l,basic,generated
ex-10467,"As a student, How is symbol connected to marginal contribution?",symbol-q-l,basic,generated
ex-10468,What are the units of q_L?,symbol-q-l,applied,generated
ex-10469,What should I look for when evaluating Leaves production quantity?,symbol-q-l,applied,generated
ex-10470,"As a student, What happens to Leaves production quantity if capacity is larger?",symbol-q-l,applied,generated
ex-10471,"For the Autumn and Leaves case, What are the units of Leaves production quantity?",symbol-q-l,intermediate,generated
ex-10472,"As a student, How does Leaves production quantity affect the quantities?",symbol-q-l,basic,generated
ex-10473,"As a student, How do I avoid misusing q leaves?",symbol-q-l,intermediate,generated
ex-10474,"For the Autumn and Leaves case, Can you explain Leaves production quantity without giving away the final answer?",symbol-q-l,basic,generated
ex-10475,"As a student, Can you define Leaves production quantity in simple English?",symbol-q-l,basic,generated
ex-10476,"As a student, Give me a plain English explanation of q_L.",symbol-q-l,basic,generated
ex-10477,"As a student, Can you compare Autumn and Leaves using leaves quantity?",symbol-q-l,applied,generated
ex-10478,"As a student, What happens to Leaves production quantity if capacity is larger?",symbol-q-l,applied,generated
ex-10479,Can you compare Autumn and Leaves using leaves quantity?,symbol-q-l,applied,generated
ex-10480,"Before I reveal the optimizer, What is the formula idea behind definition?",symbol-q-l,applied,generated
ex-10481,"For the Autumn and Leaves case, What happens to q leaves if capacity is larger?",symbol-q-l,intermediate,generated
ex-10482,"As a student, How should I think about q leaves for the parka problem?",symbol-q-l,basic,generated
ex-10483,When would q_l change my recommendation?,symbol-q-l,intermediate,generated
ex-10484,"Before I reveal the optimizer, What is a good way to interpret ql?",symbol-q-l,intermediate,generated
ex-10485,"In the current scenario, How should I think about definition for the parka problem?",symbol-q-l,basic,generated
ex-10486,"Before I reveal the optimizer, How do I avoid misusing Symbol q_L: Leaves production quantity?",symbol-q-l,intermediate,generated
ex-10487,Can you define q_L in simple English?,symbol-q-l,basic,generated
ex-10488,"Before I reveal the optimizer, When would Leaves production quantity change my recommendation?",symbol-q-l,basic,generated
ex-10489,"Before I reveal the optimizer, When would Symbol q_L: Leaves production quantity change my recommendation?",symbol-q-l,basic,generated
ex-10490,"In the current scenario, What does q_L mean?",symbol-q-l,basic,generated
ex-10491,"In the current scenario, What is a good way to interpret symbol?",symbol-q-l,applied,generated
ex-10492,"As a student, What happens to Leaves production quantity if capacity is smaller?",symbol-q-l,basic,generated
ex-10493,How would I describe q_l to a manager?,symbol-q-l,intermediate,generated
ex-10494,"For the Autumn and Leaves case, How is ql connected to marginal contribution?",symbol-q-l,applied,generated
ex-10495,"Before I reveal the optimizer, What is the formula idea behind Leaves production quantity?",symbol-q-l,basic,generated
ex-10496,"In the current scenario, How do I avoid misusing q_L?",symbol-q-l,basic,generated
ex-10497,"Before I reveal the optimizer, Give me a plain English explanation of Leaves production quantity.",symbol-q-l,basic,generated
ex-10498,"In the current scenario, Can you define leaves quantity in simple English?",symbol-q-l,applied,generated
